=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.03.27 02:03:32 =~=~=~=~=~=~=~=~=~=~=~=
-0.37 1.03 -9.79
-0.37 1.03 -9.79
-0.37 1.03 -9.79
-0.37 1.03 -9.79
-0.37 1.03 -9.79
-0.37 1.03 -9.79
-0.37 1.03 -9.83
-0.37 1.03 -9.83
-0.37 1.03 -9.83
-0.37 1.03 -9.79
-0.37 1.03 -9.79
-0.37 1.03 -9.79
-0.37 1.03 -9.79
-0.37 1.02 -9.81
-0.37 1.02 -9.81
-0.37 1.02 -9.81
-0.37 1.03 -9.80
-0.37 1.03 -9.80
-0.37 1.03 -9.80
-0.37 1.03 -9.80
-0.37 1.03 -9.78
-0.37 1.03 -9.78
-0.37 1.03 -9.78
-0.37 1.03 -9.82
-0.37 1.03 -9.82
-0.37 1.03 -9.82
-0.37 1.03 -9.80
-0.37 1.03 -9.80
-0.37 1.03 -9.80
-0.37 1.03 -9.80
-0.37 1.03 -9.80
-0.37 1.03 -9.80
-0.37 1.03 -9.80
-0.37 1.03 -9.82
-0.37 1.03 -9.82
-0.37 1.03 -9.82
-0.37 1.03 -9.79
-0.37 1.03 -9.79
-0.37 1.03 -9.79
-0.37 1.03 -9.79
-0.36 1.03 -9.80
-0.36 1.03 -9.80
-0.36 1.03 -9.80
-0.37 1.03 -9.82
-0.37 1.03 -9.82
-0.37 1.03 -9.82
-0.37 1.03 -9.82
-0.36 1.03 -9.78
-0.36 1.03 -9.78
-0.36 1.03 -9.78
-0.37 1.03 -9.81
-0.37 1.03 -9.81
-0.37 1.03 -9.81
-0.37 1.03 -9.80
-0.37 1.03 -9.80
-0.37 1.03 -9.80
-0.37 1.03 -9.80
-0.36 1.03 -9.79
-0.36 1.03 -9.79
-0.36 1.03 -9.79
-0.36 1.03 -9.82
-0.36 1.03 -9.82
-0.36 1.03 -9.82
-0.37 1.03 -9.80
-0.37 1.03 -9.80
-0.37 1.03 -9.80
-0.37 1.03 -9.80
-0.36 1.03 -9.80
-0.36 1.03 -9.80
-0.36 1.03 -9.80
-0.36 1.02 -9.82
-0.36 1.02 -9.82
-0.36 1.02 -9.82
-0.36 1.02 -9.82
-0.37 1.03 -9.79
-0.37 1.03 -9.79
-0.37 1.03 -9.79
-0.35 1.03 -9.80
-0.35 1.03 -9.80
-0.35 1.03 -9.80
-0.37 1.03 -9.81
-0.37 1.03 -9.81
-0.37 1.03 -9.81
-0.37 1.03 -9.81
-0.37 1.03 -9.78
-0.37 1.03 -9.78
-0.37 1.03 -9.78
-0.36 1.03 -9.82
-0.36 1.03 -9.82
-0.36 1.03 -9.82
-0.36 1.02 -9.81
-0.36 1.02 -9.81
-0.36 1.02 -9.81
-0.36 1.02 -9.81
-0.37 1.03 -9.79
-0.37 1.03 -9.79
-0.37 1.03 -9.79
-0.37 1.02 -9.82
-0.37 1.02 -9.82
-0.37 1.02 -9.82
-0.37 1.02 -9.82
-0.36 1.03 -9.79
-0.36 1.03 -9.79
-0.36 1.03 -9.79
-0.36 1.03 -9.80
-0.36 1.03 -9.80
-0.36 1.03 -9.80
-0.36 1.03 -9.82
-0.36 1.03 -9.82
-0.36 1.03 -9.82
-0.36 1.03 -9.82
-0.36 1.03 -9.79
-0.36 1.03 -9.79
-0.36 1.03 -9.79
-0.36 1.03 -9.81
-0.36 1.03 -9.81
-0.36 1.03 -9.81
-0.37 1.03 -9.81
-0.37 1.03 -9.81
-0.37 1.03 -9.81
-0.37 1.03 -9.81
-0.36 1.02 -9.79
-0.36 1.02 -9.79
-0.36 1.02 -9.79
-0.36 1.02 -9.81
-0.36 1.02 -9.81
-0.36 1.02 -9.81
-0.36 1.02 -9.81
-0.36 1.03 -9.80
-0.36 1.03 -9.80
-0.36 1.03 -9.80
-0.37 1.02 -9.78
-0.37 1.02 -9.78
-0.37 1.02 -9.78
-0.36 1.02 -9.83
-0.36 1.02 -9.83
-0.36 1.02 -9.83
-0.36 1.02 -9.83
-0.37 1.01 -9.79
-0.37 1.01 -9.79
-0.37 1.01 -9.79
-0.37 1.02 -9.80
-0.37 1.02 -9.80
-0.37 1.02 -9.80
-0.36 1.03 -9.82
-0.36 1.03 -9.82
-0.36 1.03 -9.82
-0.36 1.03 -9.82
-0.36 1.03 -9.80
-0.36 1.03 -9.80
-0.36 1.03 -9.80
-0.36 1.02 -9.80
-0.36 1.02 -9.80
-0.36 1.02 -9.80
-0.36 1.02 -9.80
-0.36 1.02 -9.82
-0.36 1.02 -9.82
-0.36 1.02 -9.82
-0.36 1.02 -9.79
-0.36 1.02 -9.79
-0.36 1.02 -9.79
-0.36 1.02 -9.81
-0.36 1.02 -9.81
-0.36 1.02 -9.81
-0.36 1.02 -9.81
-0.36 1.03 -9.81
-0.36 1.03 -9.81
-0.36 1.03 -9.81
-0.36 1.03 -9.79
-0.36 1.03 -9.79
-0.36 1.03 -9.79
-0.36 1.02 -9.83
-0.36 1.02 -9.83
-0.36 1.02 -9.83
-0.36 1.02 -9.83
-0.36 1.02 -9.80
-0.36 1.02 -9.80
-0.36 1.02 -9.80
-0.36 1.03 -9.79
-0.36 1.03 -9.79
-0.36 1.03 -9.79
-0.36 1.03 -9.79
-0.36 1.02 -9.81
-0.36 1.02 -9.81
-0.36 1.02 -9.81
-0.36 1.02 -9.80
-0.36 1.02 -9.80
-0.36 1.02 -9.80
-0.36 1.03 -9.80
-0.36 1.03 -9.80
-0.36 1.03 -9.80
-0.36 1.03 -9.80
-0.36 1.02 -9.81
-0.36 1.02 -9.81
-0.36 1.02 -9.81
-0.36 1.02 -9.79
-0.36 1.02 -9.79
-0.36 1.02 -9.79
-0.36 1.02 -9.81
-0.36 1.02 -9.81
-0.36 1.02 -9.81
-0.36 1.02 -9.81
-0.36 1.03 -9.80
-0.36 1.03 -9.80
-0.36 1.03 -9.80
-0.36 1.02 -9.78
-0.36 1.02 -9.78
-0.36 1.02 -9.78
-0.36 1.02 -9.78
-0.37 1.02 -9.83
-0.37 1.02 -9.83
-0.37 1.02 -9.83
-0.36 1.02 -9.80
-0.36 1.02 -9.80
-0.36 1.02 -9.80
-0.37 1.02 -9.79
-0.37 1.02 -9.79
-0.37 1.02 -9.79
-0.37 1.02 -9.79
-0.36 1.02 -9.82
-0.36 1.02 -9.82
-0.36 1.02 -9.82
-0.36 1.03 -9.78
-0.36 1.03 -9.78
-0.36 1.03 -9.78
-0.36 1.02 -9.81
-0.36 1.02 -9.81
-0.36 1.02 -9.81
-0.36 1.02 -9.81
-0.36 1.03 -9.81
-0.36 1.03 -9.81
-0.36 1.03 -9.81
-0.36 1.03 -9.78
-0.36 1.03 -9.78
-0.36 1.03 -9.78
-0.36 1.03 -9.78
-0.38 1.03 -9.82
-0.38 1.03 -9.82
-0.38 1.03 -9.82
-0.37 1.03 -9.80
-0.37 1.03 -9.80
-0.37 1.03 -9.80
-0.40 0.97 -9.80
-0.40 0.97 -9.80
-0.40 0.97 -9.80
-0.40 0.97 -9.80
-0.37 1.03 -9.81
-0.37 1.03 -9.81
-0.37 1.03 -9.81
-0.41 0.95 -9.80
-0.41 0.95 -9.80
-0.41 0.95 -9.80
-0.44 0.90 -9.80
-0.44 0.90 -9.80
-0.44 0.90 -9.80
-0.44 0.90 -9.80
