-0.44 1.05 -9.81
-0.44 1.05 -9.81
-0.44 1.05 -9.81
-0.44 1.05 -9.81
-0.44 1.05 -9.81
-0.44 1.05 -9.81
-0.44 1.05 -9.84
-0.44 1.05 -9.84
-0.44 1.05 -9.84
-0.44 1.04 -9.79
-0.44 1.04 -9.79
-0.44 1.04 -9.79
-0.44 1.04 -9.79
-0.43 1.05 -9.82
-0.43 1.05 -9.82
-0.43 1.05 -9.82
-0.44 1.04 -9.80
-0.44 1.04 -9.80
-0.44 1.04 -9.80
-0.44 1.04 -9.80
-0.44 1.04 -9.79
-0.44 1.04 -9.79
-0.44 1.04 -9.79
-0.43 1.05 -9.82
-0.43 1.05 -9.82
-0.43 1.05 -9.82
-0.44 1.05 -9.79
-0.44 1.05 -9.79
-0.44 1.05 -9.79
-0.44 1.05 -9.79
-0.44 1.05 -9.80
-0.44 1.05 -9.80
-0.44 1.05 -9.80
-0.44 1.05 -9.82
-0.44 1.05 -9.82
-0.44 1.05 -9.82
-0.44 1.05 -9.79
-0.44 1.05 -9.79
-0.44 1.05 -9.79
-0.44 1.05 -9.79
-0.43 1.05 -9.81
-0.43 1.05 -9.81
-0.43 1.05 -9.81
-0.44 1.04 -9.82
-0.44 1.04 -9.82
-0.44 1.04 -9.82
-0.44 1.04 -9.82
-0.44 1.04 -9.78
-0.44 1.04 -9.78
-0.44 1.04 -9.78
-0.44 1.04 -9.81
-0.44 1.04 -9.81
-0.44 1.04 -9.81
-0.44 1.04 -9.80
-0.44 1.04 -9.80
-0.44 1.04 -9.80
-0.44 1.04 -9.80
-0.45 1.05 -9.79
-0.45 1.05 -9.79
-0.45 1.05 -9.79
-0.44 1.05 -9.82
-0.44 1.05 -9.82
-0.44 1.05 -9.82
-0.44 1.04 -9.80
-0.44 1.04 -9.80
-0.44 1.04 -9.80
-0.44 1.04 -9.80
-0.44 1.05 -9.80
-0.44 1.05 -9.80
-0.44 1.05 -9.80
-0.44 1.04 -9.82
-0.44 1.04 -9.82
-0.44 1.04 -9.82
-0.44 1.04 -9.82
-0.44 1.05 -9.78
-0.44 1.05 -9.78
-0.44 1.05 -9.78
-0.44 1.05 -9.81
-0.44 1.05 -9.81
-0.44 1.05 -9.81
-0.44 1.05 -9.84
-0.44 1.05 -9.84
-0.44 1.05 -9.84
-0.44 1.05 -9.84
-0.44 1.04 -9.76
-0.44 1.04 -9.76
-0.44 1.04 -9.76
-0.44 1.05 -9.82
-0.44 1.05 -9.82
-0.44 1.05 -9.82
-0.44 1.05 -9.80
-0.44 1.05 -9.80
-0.44 1.05 -9.80
-0.44 1.05 -9.80
-0.44 1.04 -9.79
-0.44 1.04 -9.79
-0.44 1.04 -9.79
-0.44 1.05 -9.82
-0.44 1.05 -9.82
-0.44 1.05 -9.82
-0.44 1.05 -9.82
-0.44 1.05 -9.80
-0.44 1.05 -9.80
-0.44 1.05 -9.80
-0.44 1.05 -9.79
-0.44 1.05 -9.79
-0.44 1.05 -9.79
